num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2022S035918,11/23/2022,16:20:00,"CALL. FUENCARRAL, 133",133,7,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"440,323,162","4,475,925,094",N,NULL
2022S036080,11/25/2022,11:40:00,CALL. FRANCISCO UMBRAL / AUTOV. M-11,2,21,BARAJAS,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,2,Ingreso inferior o igual a 24 horas,"447,044,216","4,480,472,722",N,NULL
2022S036104,11/25/2022,15:40:00,CALL. AYACUCHO / GTA. SANDRO PERTINI,30,16,HORTALEZA,Colisión lateral,NULL,Bicicleta,Conductor,De 55 a 59 años,Mujer,NULL,NULL,"445,543,433","4,480,114,004",N,NULL
2022S036265,11/27/2022,2:50:00,INTERIOR RECINTO PLAZA DE TOROS S/N,0,4,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,"443,853,192","4,475,973,751",N,NULL
2022S036357,11/27/2022,13:19:00,CALL. ENRIQUE LARRETA / CALL. MATEO INURRIA,1,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,"441,829,724","4,479,790,405",N,NULL
2022S036357,11/27/2022,13:19:00,CALL. ENRIQUE LARRETA / CALL. MATEO INURRIA,1,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,"441,829,724","4,479,790,405",N,NULL
2022S036374,11/27/2022,16:20:00,"CALL. SERRANO ANGUITA, 12",12,1,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,NULL,NULL,"440,751,670","4,475,454,421",N,NULL
2022S036423,11/28/2022,10:29:00,CALL. AGATHA CHRISTIE / CALL. PEDRO SAINZ RODRIGUEZ,1,16,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,1,Atención en urgencias sin posterior ingreso,"446,223,587","4,483,737,828",N,NULL
2022S036511,11/28/2022,21:10:00,CALL. EMBAJADORES / CALL. BRONCE,220,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,NULL,NULL,"441,364,942","4,471,005,842",N,NULL
2022S036531,11/29/2022,8:40:00,CALL. SOFIA / AVDA. CANILLEJAS A VICALVARO,20,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,"448,219,164","4,474,420,414",N,NULL
2022S036692,11/30/2022,14:00:00,CALL. VILLALOBOS / CALL. JAVIER DE MIGUEL,103,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"444,886,989","4,470,086,425",N,NULL
2022S036794,11/30/2022,9:57:00,"CALL. GABRIELA MISTRAL, 18",18,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,"437,596,096","4,481,722,828",N,NULL
2022S036884,12/1/2022,19:25:00,"CALL. SANTA ENGRACIA, 27",27,7,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,"440,867,987","4,475,832,376",N,NULL
2022S036902,12/1/2022,23:40:00,"PLAZA. EMPERADOR CARLOS V, 8",8,1,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"441,212,363","4,473,307,044",N,NULL
2022S036913,12/2/2022,7:00:00,"CALL. FRANCISCO SILVELA, 37",37,4,SALAMANCA,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,"442,973,846","4,475,927,396",N,NULL
2022S036913,12/2/2022,7:00:00,"CALL. FRANCISCO SILVELA, 37",37,4,SALAMANCA,Atropello a persona,Despejado,Bicicleta,Peatón,Más de 74 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"442,973,846","4,475,927,396",N,NULL
2022S036995,12/2/2022,14:28:00,"CALL. GUISANDO, 52",52,9,MONCLOA-ARAVACA,Colisión lateral,NULL,Bicicleta,Conductor,De 55 a 59 años,Hombre,NULL,NULL,"437,980,276","4,480,408,300",N,NULL
2022S037107,12/3/2022,0:04:00,"PLAZA. EMPERADOR CARLOS V, 1",1,1,CENTRO,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"441,290,865","4,473,408,608",S,NULL
2022S037303,12/3/2022,19:15:00,CALL. VALENCIA DE DON JUAN / CALL. PATONES,13,8,FUENCARRAL-EL PARDO,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,2,Ingreso inferior o igual a 24 horas,"440,333,862","4,481,916,129",N,NULL
2022S038086,12/6/2022,17:40:00,PASEO. RECOLETOS / CALL. RECOLETOS,12,4,SALAMANCA,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"441,357,710","4,474,865,232",N,NULL
2022S038578,12/8/2022,14:00:00,CALL. JOAQUIN COSTA / CALL. BALBINA VALVERDE,7,5,CHAMARTÍN,Caída,LLuvia intensa,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"441,510,152","4,477,522,304",N,NULL
2022S038750,12/8/2022,21:05:00,CALL. HERENCIA / CALL. HERENCIA,7,20,SAN BLAS-CANILLEJAS,Caída,Lluvia débil,Bicicleta,Conductor,De 21 a 24 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,"447,993,763","4,475,742,342",N,NULL
2022S039194,12/10/2022,13:30:00,CALL. FERNANDO VI / CALL. CAMPOAMOR,11,1,CENTRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,"440,932,446","4,475,198,800",N,NULL
2022S039194,12/10/2022,13:30:00,CALL. FERNANDO VI / CALL. CAMPOAMOR,11,1,CENTRO,Atropello a persona,Despejado,Bicicleta,Peatón,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"440,932,446","4,475,198,800",N,NULL
2022S039209,12/10/2022,18:00:00,"CALL. NICASIO GALLEGO, 16",16,7,CHAMBERÍ,Otro,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,"440,774,374","4,475,668,973",N,NULL
2022S039210,12/10/2022,18:45:00,CALL. LUISA FERNANDA / CALL. TUTOR,1,9,MONCLOA-ARAVACA,Caída,Se desconoce,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"439,402,434","4,475,348,972",N,NULL
2022S039232,12/10/2022,22:05:00,"CALL. MARQUES DE VIANA, 30",30,6,TETUÁN,Caída,Nublado,Bicicleta,Conductor,De 35 a 39 años,Hombre,3,Ingreso superior a 24 horas,"440,515,980","4,479,309,051",N,NULL
2022S039263,12/11/2022,3:00:00,"CALL. BARCELO, 6",6,1,CENTRO,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"440,687,407","4,475,379,527",N,NULL
2022S039288,12/10/2022,14:25:00,"CALL. FRANCOS RODRIGUEZ, 49",49,6,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,NULL,NULL,"439,940,622","4,478,685,546",N,NULL
2022S039292,12/10/2022,12:00:00,"AVDA. VALLADOLID, 83",83,9,MONCLOA-ARAVACA,Caída,Nublado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"437,738,973","4,476,149,887",N,NULL
2022S039557,12/13/2022,22:35:00,"CALL. ALCALA, 136",136,4,SALAMANCA,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"443,088,164","4,475,365,343",N,NULL
2022S039718,12/15/2022,14:30:00,"PTA. FELIPE IV, 0",0,3,RETIRO,Caída,Nublado,Bicicleta,Conductor,De 70 a 74 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"441,608,350","4,474,072,545",N,NULL
2022S039732,12/14/2022,14:40:00,"CALL. JOSE BERGAMIN, 14",14,14,MORATALAZ,Otro,Lluvia débil,Bicicleta,Conductor,De 40 a 44 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,"445,814,167","4,473,501,345",N,NULL
2022S039837,12/16/2022,15:40:00,"PASEO. GENERAL MARTINEZ CAMPOS, 44",44,7,CHAMBERÍ,Colisión fronto-lateral,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"441,300,111","4,476,283,382",N,NULL
2022S039860,12/16/2022,15:30:00,"AVDA. CIUDAD DE BARCELONA, 206",206,3,RETIRO,Alcance,Nublado,Bicicleta,Conductor,De 21 a 24 años,Hombre,1,Atención en urgencias sin posterior ingreso,"442,911,991","4,472,380,100",N,NULL
2022S040184,12/17/2022,10:30:00,CALL. PRINCESA / REY FRANCIS,37,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,"439,382,302","4,475,537,464",N,NULL
2022S040220,12/17/2022,15:25:00,CALL. ALCALA / CALL. CEDACEROS,22,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"440,739,778","4,474,378,622",N,NULL
2022S040289,12/17/2022,12:30:00,"GTA. S.A.R. DON JUAN DE BORBON Y BATTEMBERG, 1",1,21,BARAJAS,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 65 a 69 años,Hombre,NULL,NULL,"447,797,143","4,478,992,405",N,NULL
2022S040622,12/22/2022,8:48:00,AVDA. RAFAELA YBARRA / fornillo,8,12,USERA,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,"439,624,368","4,470,477,521",N,NULL
2022S040825,12/24/2022,11:40:00,CALL. ORGAZ / manzanar,10,11,CARABANCHEL,Otro,Nublado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"439,661,688","4,472,038,210",N,NULL
2022S040825,12/24/2022,11:40:00,CALL. ORGAZ / manzanar,10,11,CARABANCHEL,Otro,Nublado,Bicicleta,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,"439,661,688","4,472,038,210",N,NULL
2022S040878,12/24/2022,10:00:00,AEROP. TERMINAL T-4 / PUENTE DE LA CONCORDIA,0,21,BARAJAS,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,"450,494,814","4,481,434,646",N,NULL
2022S040881,12/24/2022,9:28:00,"AVDA. LOGROÑO, 104",104,21,BARAJAS,Alcance,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,NULL,NULL,"450,717,064","4,479,981,433",N,NULL
2022S040933,12/26/2022,15:55:00,CALL. PRINCIPE DE VERGARA / Francisco,109,5,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"442,405,567","4,476,752,825",N,NULL
2022S041015,12/28/2022,9:00:00,"GTA. CUATRO CAMINOS, 1",1,7,CHAMBERÍ,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Mujer,2,Ingreso inferior o igual a 24 horas,"440,326,366","4,477,603,181",N,NULL
2022S041086,12/26/2022,14:40:00,"CALL. CADARSO, 2",2,9,MONCLOA-ARAVACA,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"439,418,987","4,474,798,406",N,NULL
2022S041149,12/29/2022,21:10:00,"CALL. FUENCARRAL, 123",123,7,CHAMBERÍ,Caída,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,1,Atención en urgencias sin posterior ingreso,"440,399,029","4,475,707,596",N,NULL
2022S041233,12/30/2022,12:15:00,CUSTA. SAN VICENTE / FLORIDA,1,1,CENTRO,Caída,Nublado,Bicicleta,Conductor,De 60 a 64 años,Mujer,2,Ingreso inferior o igual a 24 horas,"438,901,601","4,474,677,504",N,NULL
2022S041247,12/31/2022,12:30:00,AVDA. POBLADOS / CALL. POLAN,139,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"438,337,167","4,469,430,019",N,NULL
2023S000057,1/2/2023,7:50:00,CALL. GOYA / CALL. LOMBIA,86,4,SALAMANCA,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 55 a 59 años,Hombre,NULL,NULL,442943680,4475109106,N,NULL
2023S000123,1/3/2023,13:20:00,"AVDA. ENTREVIAS, 100",100,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,443717786,4469886737,N,NULL
2023S000136,1/3/2023,15:45:00,PASEO. CASTELLANA / MIGUEL AN,51,7,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,3,Ingreso superior a 24 horas,441406026,4476550072,N,NULL
2023S000163,1/3/2023,22:26:00,PASEO. SANTA MARIA DE LA CABEZA / PALOS DE LA FRONTERA,39,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,NULL,NULL,440825321,4472731828,N,NULL
2023S000181,1/4/2023,11:05:00,"CALL. IBIZA, 39",39,3,RETIRO,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,442860171,4474395995,N,NULL
2023S000184,1/4/2023,11:40:00,CALL. SANTA ENGRACIA / MANUEL CO,27,7,CHAMBERÍ,Colisión fronto-lateral,NULL,Bicicleta,Conductor,De 35 a 39 años,Mujer,NULL,NULL,440878387,4475815277,N,NULL
2023S000228,1/4/2023,20:30:00,CALL. GENERAL RICARDOS / SAN PATRICI,1,11,CARABANCHEL,Colisión frontal,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438402856,4471546926,N,NULL
2023S000281,1/5/2023,17:20:00,CALL. MAYOR / TRVA. BRINGAS,1,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 55 a 59 años,Mujer,NULL,NULL,439860883,4474154133,N,NULL
2023S000332,1/6/2023,11:07:00,CALL. OLIVAR / CALL. SAN CARLOS,25,1,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,1,Atención en urgencias sin posterior ingreso,440470211,4473544699,N,NULL
2023S000401,1/6/2023,11:25:00,"CALL. FERNANDO PESSOA, 5",5,15,CIUDAD LINEAL,Alcance,Nublado,Bicicleta,Conductor,De 30 a 34 años,Hombre,NULL,NULL,444596048,4476837751,N,NULL
2023S000537,1/8/2023,20:14:00,"AVDA. MANZANARES, 210",210,12,USERA,Atropello a persona,Lluvia débil,Bicicleta,Conductor,De 18 a 20 años,Hombre,NULL,NULL,440542114,4471411503,N,NULL
2023S000537,1/8/2023,20:14:00,"AVDA. MANZANARES, 210",210,12,USERA,Atropello a persona,Lluvia débil,Bicicleta,Peatón,De 25 a 29 años,Mujer,NULL,NULL,440542114,4471411503,N,NULL
2023S000557,1/8/2023,20:23:00,"CALL. ALCALA, 321",321,15,CIUDAD LINEAL,Alcance,Lluvia débil,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,444812993,4475993670,N,NULL
2023S000570,1/9/2023,12:50:00,"PASEO. YESERIAS, 33",33,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439913780,4472188793,N,NULL
2023S000570,1/9/2023,12:50:00,"PASEO. YESERIAS, 33",33,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Peatón,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439913780,4472188793,N,NULL
2023S000572,1/9/2023,13:15:00,CALL. MALMOE / CALLE HERMANOS GARCIA NOBLEJAS,83,15,CIUDAD LINEAL,Colisión frontal,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447258619,4473974478,N,NULL
2023S000578,1/9/2023,15:15:00,"AVDA. MENENDEZ PELAYO, 89",89,3,RETIRO,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,442467304,4473323459,N,NULL
2023S000650,1/10/2023,9:55:00,"CALL. O'DONNELL, 44",44,3,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,442870237,4474739968,N,NULL
2023S000766,1/12/2023,7:05:00,AVDA. HELLIN / CALL. HINOJAL,7,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,NULL,Bicicleta,Conductor,De 35 a 39 años,Hombre,NULL,NULL,447754195,4475843355,N,NULL
2023S001088,1/15/2023,10:20:00,"AVDA. MANZANARES, 60",60,11,CARABANCHEL,Atropello a persona,Nublado,Bicicleta,Conductor,De 21 a 24 años,Mujer,14,Sin asistencia sanitaria,438674336,4472660565,N,NULL
2023S001088,1/15/2023,10:20:00,"AVDA. MANZANARES, 60",60,11,CARABANCHEL,Atropello a persona,Nublado,Bicicleta,Peatón,Más de 74 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,438674336,4472660565,N,NULL
2023S001093,1/15/2023,13:15:00,"CALL. DOCTOR TOLOSA LATOUR, 18",18,12,USERA,Alcance,NULL,Bicicleta,Conductor,De 45 a 49 años,Hombre,NULL,NULL,440340163,4469423625,N,NULL
2023S001199,1/16/2023,21:08:00,"RONDA. TOLEDO, 3",3,1,CENTRO,Colisión lateral,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,439949682,4473057440,N,NULL
2023S001427,1/19/2023,18:43:00,CALL. GOMEZ DE AVELLANEDA / CALL. RIO ULLA,16,15,CIUDAD LINEAL,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,445507345,4476110305,N,NULL
2023S001541,1/20/2023,22:35:00,"CALL. PLATANO, 8",8,6,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,3,Ingreso superior a 24 horas,440726580,4479841629,N,NULL
2023S001649,1/20/2023,23:15:00,"AVDA. CIUDAD DE BARCELONA, 6",6,3,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441850676,4472999897,N,NULL
2023S001725,1/21/2023,10:00:00,CALL. FLORENCIA / BRUJAS,2,14,MORATALAZ,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,446812813,4472550655,N,NULL
2023S001761,1/21/2023,10:10:00,CALL. AREQUIPA / MAR DE CRISTAL,6,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,445904313,4480005218,N,NULL
2023S001951,1/22/2023,19:55:00,AVDA. MENENDEZ PELAYO / PLAZA. MARIANO DE CAVIA,89,3,RETIRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,1,Atención en urgencias sin posterior ingreso,442439269,4473271563,N,NULL
2023S002084,1/24/2023,19:30:00,CALL. JORGE JUAN / CALL. SERRANO,3,4,SALAMANCA,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,441668000,4475038794,N,NULL
2023S002176,1/25/2023,21:49:00,"PASEO. GENERAL MARTINEZ CAMPOS, 2",2,7,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,440766023,4476264369,N,NULL
2023S002182,1/26/2023,1:10:00,"PASEO. CASTELLANA, 41",41,7,CHAMBERÍ,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,441542171,4476248141,S,NULL
2023S002256,1/26/2023,17:26:00,AVDA. PABLO IGLESIAS / AVDA. DOCTOR FEDERICO RUBIO Y GALI,82,6,TETUÁN,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439529419,4478469287,N,NULL
2023S002329,1/27/2023,15:14:00,"AVDA. ALBUFERA, 12",12,13,PUENTE DE VALLECAS,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,443299585,4472122675,N,NULL
2023S002333,1/27/2023,18:35:00,"AVDA. NIZA, 10",10,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,448539258,4475496679,N,NULL
2023S002463,1/28/2023,13:31:00,CALL. ALCALA / CALL. ALMERIA,206,4,SALAMANCA,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,NULL,NULL,443751338,4475774494,N,NULL
2023S002492,1/28/2023,20:40:00,CALL. JOAQUIN COSTA / CALL. JOAQUIN COSTA,28,5,CHAMARTÍN,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,3,Ingreso superior a 24 horas,442064222,4477125560,N,NULL
2023S002593,1/29/2023,12:40:00,CALL. BRUJAS / CALL. ARROYO FONTARRON,34,14,MORATALAZ,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,446534063,4471852537,N,NULL
2023S002718,1/30/2023,14:35:00,AVDA. ALBERTO ALCOCER / CALL. PADRE DAMIAN,42,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441902721,4478907703,N,NULL
2023S002785,1/31/2023,17:00:00,"CALL. SAGASTA, 28",28,1,CENTRO,Colisión lateral,NULL,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,NULL,NULL,440842033,4475487862,N,NULL
2023S002800,1/31/2023,19:36:00,CALL. SEPULVEDA / CONCEJ,216,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,435965276,4472484301,N,NULL
2023S002851,2/1/2023,14:48:00,"CALL. SANTA ENGRACIA, 17",17,7,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440904038,4475743889,N,NULL
2023S003248,2/3/2023,15:50:00,AVDA. SAN LUIS / CALL. BURGO DE OSMA,55,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,NULL,NULL,443816428,4480383135,N,NULL
2023S003385,2/4/2023,17:48:00,CALL. BRAVO MURILLO / CALL. AMALIA,332,6,TETUÁN,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,441073219,4479540995,N,NULL
2023S003499,2/5/2023,11:50:00,"CALL. PEÑARANDA DE BRACAMONTE, 4",4,18,VILLA DE VALLECAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,448712540,4469575936,N,NULL
2023S003548,2/6/2023,8:35:00,AVDA. CONCHA ESPINA / CALL. RODRIGUEZ MARIN,31,5,CHAMARTÍN,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,442438486,4478105137,N,NULL
2023S003577,2/6/2023,14:30:00,"CALL. LOPEZ DE HOYOS, 299",299,15,CIUDAD LINEAL,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,443997885,4478772787,N,NULL
2023S003695,2/7/2023,7:25:00,CALL. TAMPICO / LOPEZ DE ARANDA,40,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,446165727,4477223534,N,NULL
2023S003762,2/7/2023,17:10:00,AVENIDA DE LOS ROSALES CON M-301,0,17,VILLAVERDE,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,443535479,4465120784,N,NULL
2023S003784,2/7/2023,19:15:00,CALL. GARCIA DE PAREDES / CALL. BRAVO MURILLO,1,7,CHAMBERÍ,Alcance,Lluvia débil,Bicicleta,Conductor,De 60 a 64 años,Hombre,NULL,NULL,440290405,4476517306,N,NULL
2023S003811,2/7/2023,21:10:00,"CALL. GENOVA, 12",12,1,CENTRO,Alcance,Nublado,Bicicleta,Conductor,De 21 a 24 años,Hombre,NULL,NULL,441095885,4475376560,N,NULL
2023S004040,2/9/2023,9:30:00,"CALL. RAFAEL CALVO, 9",9,7,CHAMBERÍ,Colisión frontal,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,NULL,NULL,441010148,4476142303,N,NULL
2023S004160,2/9/2023,21:05:00,"GTA. RUIZ JIMENEZ, 5",5,7,CHAMBERÍ,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,NULL,NULL,440163861,4475682488,N,NULL
2023S004198,2/10/2023,14:00:00,PASEO. CASTELLANA / CALL. JOAQUIN COSTA,110,5,CHAMARTÍN,Alcance,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,NULL,NULL,441460543,4477498034,N,NULL
2023S004277,2/10/2023,22:35:00,CALL. ALCALA / MARQUES DE CUBAS,44,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440966148,4474468544,N,NULL
